mode,variant,sample_index,delivery_milliseconds
disk-wal,long-polling,60,20.800000
disk-wal,long-polling,61,19.700000
disk-wal,long-polling,62,19.300000
disk-wal,long-polling,63,20.900000
disk-wal,long-polling,64,23.700000
disk-wal,long-polling,65,20.200000
disk-wal,long-polling,66,17.800000
disk-wal,long-polling,67,18.000000
disk-wal,long-polling,68,21.500000
disk-wal,long-polling,69,19.100000
disk-wal,long-polling,70,19.900000
disk-wal,long-polling,71,20.100000
disk-wal,long-polling,72,19.700000
disk-wal,long-polling,73,19.500000
disk-wal,long-polling,74,22.200000
disk-wal,long-polling,75,21.000000
disk-wal,long-polling,76,22.900000
disk-wal,long-polling,77,18.200000
disk-wal,long-polling,78,15.900000
disk-wal,long-polling,79,18.600000
disk-wal,long-polling,80,21.900000
disk-wal,long-polling,81,18.200000
disk-wal,long-polling,82,18.400000
disk-wal,long-polling,83,19.600000
disk-wal,long-polling,84,16.200000
disk-wal,long-polling,85,16.000000
disk-wal,long-polling,86,20.500000
disk-wal,long-polling,87,16.900000
disk-wal,long-polling,88,15.200000
disk-wal,long-polling,89,20.700000
disk-wal,long-polling,90,19.100000
disk-wal,long-polling,91,18.700000
disk-wal,long-polling,92,19.400000
disk-wal,long-polling,93,20.300000
disk-wal,long-polling,94,20.800000
disk-wal,long-polling,95,20.200000
disk-wal,long-polling,96,20.800000
disk-wal,long-polling,97,20.000000
disk-wal,long-polling,98,19.700000
disk-wal,long-polling,99,21.700000
disk-wal,long-polling,100,21.200000
disk-wal,streaming,1,17.300000
disk-wal,streaming,2,20.700000
disk-wal,streaming,3,20.300000
disk-wal,streaming,4,19.500000
disk-wal,streaming,5,19.400000
disk-wal,streaming,6,20.800000
disk-wal,streaming,7,20.000000
disk-wal,streaming,8,19.600000
disk-wal,streaming,9,19.800000
disk-wal,streaming,10,13.600000
disk-wal,streaming,11,18.200000
disk-wal,streaming,12,18.700000
disk-wal,streaming,13,19.800000
disk-wal,streaming,14,19.600000
disk-wal,streaming,15,13.300000
disk-wal,streaming,16,16.500000
disk-wal,streaming,17,12.600000
disk-wal,streaming,18,17.700000
disk-wal,streaming,19,13.200000
disk-wal,streaming,20,16.200000
disk-wal,streaming,21,13.500000
disk-wal,streaming,22,17.600000
disk-wal,streaming,23,18.900000
disk-wal,streaming,24,13.300000
disk-wal,streaming,25,17.200000
disk-wal,streaming,26,19.400000
disk-wal,streaming,27,12.700000
disk-wal,streaming,28,17.100000
disk-wal,streaming,29,13.800000
disk-wal,streaming,30,16.200000
disk-wal,streaming,31,13.200000
disk-wal,streaming,32,17.100000
disk-wal,streaming,33,11.700000
disk-wal,streaming,34,11.300000
disk-wal,streaming,35,16.800000
disk-wal,streaming,36,12.400000
disk-wal,streaming,37,18.500000
disk-wal,streaming,38,12.100000
disk-wal,streaming,39,16.300000
disk-wal,streaming,40,11.300000
disk-wal,streaming,41,11.000000
disk-wal,streaming,42,17.800000
disk-wal,streaming,43,12.600000
disk-wal,streaming,44,18.000000
disk-wal,streaming,45,12.900000
disk-wal,streaming,46,17.900000
disk-wal,streaming,47,20.200000
disk-wal,streaming,48,12.800000
disk-wal,streaming,49,16.000000
disk-wal,streaming,50,11.300000
disk-wal,streaming,51,20.000000
disk-wal,streaming,52,19.300000
disk-wal,streaming,53,13.900000
disk-wal,streaming,54,16.000000
disk-wal,streaming,55,12.800000
disk-wal,streaming,56,17.400000
disk-wal,streaming,57,13.500000
disk-wal,streaming,58,14.700000
disk-wal,streaming,59,12.600000
disk-wal,streaming,60,18.700000
disk-wal,streaming,61,13.700000
disk-wal,streaming,62,16.200000
disk-wal,streaming,63,11.500000
disk-wal,streaming,64,18.300000
disk-wal,streaming,65,10.400000
disk-wal,streaming,66,9.600000
disk-wal,streaming,67,10.100000
disk-wal,streaming,68,11.600000
disk-wal,streaming,69,18.600000
disk-wal,streaming,70,10.600000
disk-wal,streaming,71,9.200000
disk-wal,streaming,72,13.200000
disk-wal,streaming,73,6.700000
disk-wal,streaming,74,9.300000
disk-wal,streaming,75,9.600000
disk-wal,streaming,76,11.700000
disk-wal,streaming,77,13.400000
disk-wal,streaming,78,15.200000
disk-wal,streaming,79,12.500000
disk-wal,streaming,80,19.000000
disk-wal,streaming,81,14.000000
disk-wal,streaming,82,16.000000
disk-wal,streaming,83,20.000000
disk-wal,streaming,84,20.000000
disk-wal,streaming,85,14.100000
disk-wal,streaming,86,16.300000
