target,block,variant,repetition,sample_index,milliseconds
fireside,1,streaming,3,89,10.200000017881393
fireside,1,streaming,3,90,9.199999988079071
fireside,1,streaming,3,91,9.400000005960464
fireside,1,streaming,3,92,9.699999988079071
fireside,1,streaming,3,93,10.5
fireside,1,streaming,3,94,10.300000011920929
fireside,1,streaming,3,95,9.900000005960464
fireside,1,streaming,3,96,10.599999994039536
fireside,1,streaming,3,97,10.199999988079071
fireside,1,streaming,3,98,10.800000011920929
fireside,1,streaming,3,99,10.199999988079071
fireside,1,streaming,3,100,7.9000000059604645
fireside,1,buffering-proxy-auto-detection,3,1,18.700000017881393
fireside,1,buffering-proxy-auto-detection,3,2,19.5
fireside,1,buffering-proxy-auto-detection,3,3,20
fireside,1,buffering-proxy-auto-detection,3,4,17.799999982118607
fireside,1,buffering-proxy-auto-detection,3,5,19.700000017881393
fireside,1,buffering-proxy-auto-detection,3,6,19.799999982118607
fireside,1,buffering-proxy-auto-detection,3,7,12.300000011920929
fireside,1,buffering-proxy-auto-detection,3,8,18.30000001192093
fireside,1,buffering-proxy-auto-detection,3,9,11.899999976158142
fireside,1,buffering-proxy-auto-detection,3,10,17.600000023841858
fireside,1,buffering-proxy-auto-detection,3,11,12.399999976158142
fireside,1,buffering-proxy-auto-detection,3,12,18.200000017881393
fireside,1,buffering-proxy-auto-detection,3,13,19.5
fireside,1,buffering-proxy-auto-detection,3,14,12.099999994039536
fireside,1,buffering-proxy-auto-detection,3,15,18.099999994039536
fireside,1,buffering-proxy-auto-detection,3,16,10.900000005960464
fireside,1,buffering-proxy-auto-detection,3,17,17.80000001192093
fireside,1,buffering-proxy-auto-detection,3,18,9
fireside,1,buffering-proxy-auto-detection,3,19,10.399999976158142
fireside,1,buffering-proxy-auto-detection,3,20,10.300000011920929
fireside,1,buffering-proxy-auto-detection,3,21,10.400000005960464
fireside,1,buffering-proxy-auto-detection,3,22,9.199999988079071
fireside,1,buffering-proxy-auto-detection,3,23,10.200000017881393
fireside,1,buffering-proxy-auto-detection,3,24,10.099999994039536
fireside,1,buffering-proxy-auto-detection,3,25,10.400000005960464
fireside,1,buffering-proxy-auto-detection,3,26,9.599999994039536
fireside,1,buffering-proxy-auto-detection,3,27,10.099999994039536
fireside,1,buffering-proxy-auto-detection,3,28,10
fireside,1,buffering-proxy-auto-detection,3,29,12.099999994039536
fireside,1,buffering-proxy-auto-detection,3,30,8.099999994039536
fireside,1,buffering-proxy-auto-detection,3,31,10.5
fireside,1,buffering-proxy-auto-detection,3,32,9.400000005960464
fireside,1,buffering-proxy-auto-detection,3,33,10.400000005960464
fireside,1,buffering-proxy-auto-detection,3,34,13
fireside,1,buffering-proxy-auto-detection,3,35,18.400000005960464
fireside,1,buffering-proxy-auto-detection,3,36,12.199999988079071
fireside,1,buffering-proxy-auto-detection,3,37,18.200000017881393
fireside,1,buffering-proxy-auto-detection,3,38,19.299999982118607
fireside,1,buffering-proxy-auto-detection,3,39,20.30000001192093
fireside,1,buffering-proxy-auto-detection,3,40,20.400000005960464
fireside,1,buffering-proxy-auto-detection,3,41,20
fireside,1,buffering-proxy-auto-detection,3,42,21.899999976158142
fireside,1,buffering-proxy-auto-detection,3,43,19.30000001192093
fireside,1,buffering-proxy-auto-detection,3,44,19.400000005960464
fireside,1,buffering-proxy-auto-detection,3,45,20.400000005960464
fireside,1,buffering-proxy-auto-detection,3,46,20.5
fireside,1,buffering-proxy-auto-detection,3,47,19.399999976158142
fireside,1,buffering-proxy-auto-detection,3,48,20.400000005960464
fireside,1,buffering-proxy-auto-detection,3,49,19.400000005960464
fireside,1,buffering-proxy-auto-detection,3,50,20.400000005960464
fireside,1,buffering-proxy-auto-detection,3,51,20.5
fireside,1,buffering-proxy-auto-detection,3,52,19.400000005960464
fireside,1,buffering-proxy-auto-detection,3,53,20.299999982118607
fireside,1,buffering-proxy-auto-detection,3,54,19.30000001192093
fireside,1,buffering-proxy-auto-detection,3,55,20
fireside,1,buffering-proxy-auto-detection,3,56,18.19999998807907
fireside,1,buffering-proxy-auto-detection,3,57,12.099999994039536
fireside,1,buffering-proxy-auto-detection,3,58,18.30000001192093
fireside,1,buffering-proxy-auto-detection,3,59,11.900000005960464
fireside,1,buffering-proxy-auto-detection,3,60,18.69999998807907
fireside,1,buffering-proxy-auto-detection,3,61,12.200000017881393
fireside,1,buffering-proxy-auto-detection,3,62,16.899999976158142
fireside,1,buffering-proxy-auto-detection,3,63,12.100000023841858
fireside,1,buffering-proxy-auto-detection,3,64,18.399999976158142
fireside,1,buffering-proxy-auto-detection,3,65,11.900000005960464
fireside,1,buffering-proxy-auto-detection,3,66,18.5
fireside,1,buffering-proxy-auto-detection,3,67,18.900000005960464
fireside,1,buffering-proxy-auto-detection,3,68,16.19999998807907
fireside,1,buffering-proxy-auto-detection,3,69,17.30000001192093
fireside,1,buffering-proxy-auto-detection,3,70,19.5
fireside,1,buffering-proxy-auto-detection,3,71,17.900000005960464
fireside,1,buffering-proxy-auto-detection,3,72,20.299999982118607
fireside,1,buffering-proxy-auto-detection,3,73,21.600000023841858
fireside,1,buffering-proxy-auto-detection,3,74,19.299999982118607
fireside,1,buffering-proxy-auto-detection,3,75,19.80000001192093
fireside,1,buffering-proxy-auto-detection,3,76,19.69999998807907
fireside,1,buffering-proxy-auto-detection,3,77,20.599999994039536
fireside,1,buffering-proxy-auto-detection,3,78,19.400000005960464
fireside,1,buffering-proxy-auto-detection,3,79,21.200000017881393
fireside,1,buffering-proxy-auto-detection,3,80,19.299999982118607
fireside,1,buffering-proxy-auto-detection,3,81,20.599999994039536
fireside,1,buffering-proxy-auto-detection,3,82,19.200000017881393
fireside,1,buffering-proxy-auto-detection,3,83,20.099999994039536
fireside,1,buffering-proxy-auto-detection,3,84,19.900000005960464
fireside,1,buffering-proxy-auto-detection,3,85,20.599999994039536
fireside,1,buffering-proxy-auto-detection,3,86,19.099999994039536
fireside,1,buffering-proxy-auto-detection,3,87,19.400000005960464
fireside,1,buffering-proxy-auto-detection,3,88,20.900000005960464
fireside,1,buffering-proxy-auto-detection,3,89,20.299999982118607
fireside,1,buffering-proxy-auto-detection,3,90,20.30000001192093
fireside,1,buffering-proxy-auto-detection,3,91,20.19999998807907
fireside,1,buffering-proxy-auto-detection,3,92,19.200000017881393
fireside,1,buffering-proxy-auto-detection,3,93,20
fireside,1,buffering-proxy-auto-detection,3,94,20
fireside,1,buffering-proxy-auto-detection,3,95,21
fireside,1,buffering-proxy-auto-detection,3,96,19.599999994039536
fireside,1,buffering-proxy-auto-detection,3,97,20.099999994039536
fireside,1,buffering-proxy-auto-detection,3,98,17.599999994039536
fireside,1,buffering-proxy-auto-detection,3,99,13.200000017881393
fireside,1,buffering-proxy-auto-detection,3,100,15.799999982118607
java,2,long-polling,1,1,21.599999994039536
java,2,long-polling,1,2,21.400000005960464
java,2,long-polling,1,3,16.799999982118607
java,2,long-polling,1,4,17.099999994039536
java,2,long-polling,1,5,22.600000023841858
java,2,long-polling,1,6,23.399999976158142
java,2,long-polling,1,7,22.900000005960464
java,2,long-polling,1,8,18.599999994039536
java,2,long-polling,1,9,18.5
java,2,long-polling,1,10,18.100000023841858
java,2,long-polling,1,11,20.799999982118607
java,2,long-polling,1,12,18.5
java,2,long-polling,1,13,18.400000005960464
java,2,long-polling,1,14,17.400000005960464
java,2,long-polling,1,15,18.799999982118607
java,2,long-polling,1,16,20.200000017881393
java,2,long-polling,1,17,20
java,2,long-polling,1,18,19.599999994039536
java,2,long-polling,1,19,21.900000005960464
java,2,long-polling,1,20,19
java,2,long-polling,1,21,19.400000005960464
java,2,long-polling,1,22,17.799999982118607
java,2,long-polling,1,23,17.600000023841858
java,2,long-polling,1,24,15.899999976158142
java,2,long-polling,1,25,16
java,2,long-polling,1,26,19.69999998807907
java,2,long-polling,1,27,18
java,2,long-polling,1,28,14.400000005960464
java,2,long-polling,1,29,16.69999998807907
java,2,long-polling,1,30,15.600000023841858
java,2,long-polling,1,31,15.699999988079071
java,2,long-polling,1,32,16.900000005960464
java,2,long-polling,1,33,18
java,2,long-polling,1,34,15.199999988079071
java,2,long-polling,1,35,18.200000017881393
java,2,long-polling,1,36,16.299999982118607
java,2,long-polling,1,37,18.80000001192093
java,2,long-polling,1,38,18.099999994039536
java,2,long-polling,1,39,17.19999998807907
java,2,long-polling,1,40,16.700000017881393
java,2,long-polling,1,41,16.900000005960464
java,2,long-polling,1,42,18.299999982118607
java,2,long-polling,1,43,19.200000017881393
java,2,long-polling,1,44,20.099999994039536
java,2,long-polling,1,45,17.900000005960464
java,2,long-polling,1,46,18.099999994039536
java,2,long-polling,1,47,18.400000005960464
java,2,long-polling,1,48,20
java,2,long-polling,1,49,15.699999988079071
java,2,long-polling,1,50,18.099999994039536
java,2,long-polling,1,51,16
java,2,long-polling,1,52,17.700000017881393
java,2,long-polling,1,53,18.099999994039536
java,2,long-polling,1,54,19
java,2,long-polling,1,55,18.900000005960464
java,2,long-polling,1,56,17.299999982118607
java,2,long-polling,1,57,17.200000017881393
java,2,long-polling,1,58,17.5
java,2,long-polling,1,59,17.399999976158142
java,2,long-polling,1,60,17.5
java,2,long-polling,1,61,19.200000017881393
java,2,long-polling,1,62,18.299999982118607
java,2,long-polling,1,63,17.600000023841858
java,2,long-polling,1,64,19
java,2,long-polling,1,65,17.399999976158142
java,2,long-polling,1,66,18.30000001192093
java,2,long-polling,1,67,19.599999994039536
java,2,long-polling,1,68,21.30000001192093
java,2,long-polling,1,69,20.19999998807907
java,2,long-polling,1,70,16.900000005960464
java,2,long-polling,1,71,17
java,2,long-polling,1,72,16.80000001192093
java,2,long-polling,1,73,17.599999994039536
java,2,long-polling,1,74,17.299999982118607
java,2,long-polling,1,75,16.30000001192093
java,2,long-polling,1,76,19.599999994039536
java,2,long-polling,1,77,17.5
java,2,long-polling,1,78,21.700000017881393
java,2,long-polling,1,79,19.399999976158142
java,2,long-polling,1,80,20.80000001192093
java,2,long-polling,1,81,18.400000005960464
java,2,long-polling,1,82,19.5
java,2,long-polling,1,83,19.599999994039536
java,2,long-polling,1,84,16.19999998807907
java,2,long-polling,1,85,19.900000005960464
java,2,long-polling,1,86,16.30000001192093
java,2,long-polling,1,87,15.199999988079071
java,2,long-polling,1,88,16.599999994039536
java,2,long-polling,1,89,17.5
java,2,long-polling,1,90,16.30000001192093
java,2,long-polling,1,91,16.30000001192093
java,2,long-polling,1,92,15.5
java,2,long-polling,1,93,18.19999998807907
java,2,long-polling,1,94,15.199999988079071
java,2,long-polling,1,95,19.100000023841858
java,2,long-polling,1,96,16.899999976158142
java,2,long-polling,1,97,17.100000023841858
java,2,long-polling,1,98,19
java,2,long-polling,1,99,18.799999982118607
java,2,long-polling,1,100,17.400000005960464
java,2,streaming,1,1,16.19999998807907
java,2,streaming,1,2,13.900000005960464
java,2,streaming,1,3,12.5
java,2,streaming,1,4,9.599999994039536
java,2,streaming,1,5,11.400000005960464
java,2,streaming,1,6,12.299999982118607
java,2,streaming,1,7,13.5
java,2,streaming,1,8,14.200000017881393
java,2,streaming,1,9,15.199999988079071
java,2,streaming,1,10,11.5
java,2,streaming,1,11,12.599999994039536
java,2,streaming,1,12,12.600000023841858
java,2,streaming,1,13,10.299999982118607
java,2,streaming,1,14,9
java,2,streaming,1,15,10.400000005960464
java,2,streaming,1,16,9.5
java,2,streaming,1,17,9.099999994039536
java,2,streaming,1,18,9.5
java,2,streaming,1,19,9.200000017881393
java,2,streaming,1,20,11.299999982118607
java,2,streaming,1,21,10.5
java,2,streaming,1,22,12.5
java,2,streaming,1,23,11.300000011920929
java,2,streaming,1,24,12.400000005960464
java,2,streaming,1,25,11.199999988079071
java,2,streaming,1,26,12.300000011920929
java,2,streaming,1,27,13.299999982118607
java,2,streaming,1,28,11.700000017881393
java,2,streaming,1,29,13.5
java,2,streaming,1,30,12.799999982118607
java,2,streaming,1,31,11.5
java,2,streaming,1,32,10.900000005960464
java,2,streaming,1,33,11.699999988079071
java,2,streaming,1,34,10.800000011920929
java,2,streaming,1,35,11.599999994039536
java,2,streaming,1,36,8.700000017881393
java,2,streaming,1,37,9.5
java,2,streaming,1,38,9.699999988079071
java,2,streaming,1,39,10
java,2,streaming,1,40,13.099999994039536
java,2,streaming,1,41,10.599999994039536
java,2,streaming,1,42,13.300000011920929
java,2,streaming,1,43,14.099999994039536
java,2,streaming,1,44,11.900000005960464
java,2,streaming,1,45,12.900000005960464
java,2,streaming,1,46,9.400000005960464
java,2,streaming,1,47,10.5
java,2,streaming,1,48,9.899999976158142
java,2,streaming,1,49,11.400000005960464
java,2,streaming,1,50,10.300000011920929
java,2,streaming,1,51,9.799999982118607
java,2,streaming,1,52,10.5
java,2,streaming,1,53,10.600000023841858
java,2,streaming,1,54,8.799999982118607
java,2,streaming,1,55,10.700000017881393
java,2,streaming,1,56,11
java,2,streaming,1,57,10.899999976158142
java,2,streaming,1,58,10.600000023841858
java,2,streaming,1,59,10.399999976158142
java,2,streaming,1,60,11
java,2,streaming,1,61,13.600000023841858
java,2,streaming,1,62,12.899999976158142
java,2,streaming,1,63,11.800000011920929
java,2,streaming,1,64,11.400000005960464
java,2,streaming,1,65,15.099999994039536
java,2,streaming,1,66,8.5
java,2,streaming,1,67,13.5
java,2,streaming,1,68,13.900000005960464
java,2,streaming,1,69,12.5
java,2,streaming,1,70,13
java,2,streaming,1,71,13.400000005960464
java,2,streaming,1,72,10.199999988079071
java,2,streaming,1,73,14.199999988079071
java,2,streaming,1,74,11.400000005960464
java,2,streaming,1,75,11.300000011920929
java,2,streaming,1,76,13.400000005960464
java,2,streaming,1,77,14.899999976158142
java,2,streaming,1,78,17.200000017881393
java,2,streaming,1,79,15.299999982118607
java,2,streaming,1,80,12.100000023841858
java,2,streaming,1,81,10.699999988079071
java,2,streaming,1,82,9.599999994039536
java,2,streaming,1,83,9.700000017881393
java,2,streaming,1,84,9.799999982118607
java,2,streaming,1,85,12.300000011920929
java,2,streaming,1,86,14.900000005960464
java,2,streaming,1,87,8.899999976158142
java,2,streaming,1,88,10.5
java,2,streaming,1,89,10.400000005960464
java,2,streaming,1,90,10.900000005960464
java,2,streaming,1,91,11
java,2,streaming,1,92,12.5
java,2,streaming,1,93,15.699999988079071
java,2,streaming,1,94,11.399999976158142
java,2,streaming,1,95,11.300000011920929
java,2,streaming,1,96,13.800000011920929
java,2,streaming,1,97,12.099999994039536
java,2,streaming,1,98,8.5
java,2,streaming,1,99,9.199999988079071
java,2,streaming,1,100,8.5
java,2,buffering-proxy-auto-detection,1,1,15.099999994039536
java,2,buffering-proxy-auto-detection,1,2,14.900000005960464
java,2,buffering-proxy-auto-detection,1,3,15.300000011920929
java,2,buffering-proxy-auto-detection,1,4,16.69999998807907
java,2,buffering-proxy-auto-detection,1,5,22.5
java,2,buffering-proxy-auto-detection,1,6,20.30000001192093
java,2,buffering-proxy-auto-detection,1,7,16.400000005960464
java,2,buffering-proxy-auto-detection,1,8,14.099999994039536
java,2,buffering-proxy-auto-detection,1,9,18.299999982118607
java,2,buffering-proxy-auto-detection,1,10,13.900000005960464
java,2,buffering-proxy-auto-detection,1,11,14.400000005960464
java,2,buffering-proxy-auto-detection,1,12,14.300000011920929
java,2,buffering-proxy-auto-detection,1,13,14.399999976158142
java,2,buffering-proxy-auto-detection,1,14,14.900000005960464
java,2,buffering-proxy-auto-detection,1,15,14.300000011920929
java,2,buffering-proxy-auto-detection,1,16,14.5
java,2,buffering-proxy-auto-detection,1,17,16
java,2,buffering-proxy-auto-detection,1,18,15.299999982118607
java,2,buffering-proxy-auto-detection,1,19,14.400000005960464
java,2,buffering-proxy-auto-detection,1,20,14.300000011920929
java,2,buffering-proxy-auto-detection,1,21,13.900000005960464
java,2,buffering-proxy-auto-detection,1,22,16.599999994039536
java,2,buffering-proxy-auto-detection,1,23,15.900000005960464
java,2,buffering-proxy-auto-detection,1,24,14.5
java,2,buffering-proxy-auto-detection,1,25,15.099999994039536
java,2,buffering-proxy-auto-detection,1,26,15.599999994039536
java,2,buffering-proxy-auto-detection,1,27,14.300000011920929
java,2,buffering-proxy-auto-detection,1,28,16.69999998807907
java,2,buffering-proxy-auto-detection,1,29,15.800000011920929
java,2,buffering-proxy-auto-detection,1,30,15.099999994039536
java,2,buffering-proxy-auto-detection,1,31,14.699999988079071
java,2,buffering-proxy-auto-detection,1,32,14.700000017881393
java,2,buffering-proxy-auto-detection,1,33,18.69999998807907
java,2,buffering-proxy-auto-detection,1,34,14.5
java,2,buffering-proxy-auto-detection,1,35,14.300000011920929
java,2,buffering-proxy-auto-detection,1,36,16.5
java,2,buffering-proxy-auto-detection,1,37,15.199999988079071
java,2,buffering-proxy-auto-detection,1,38,14.699999988079071
java,2,buffering-proxy-auto-detection,1,39,14.100000023841858
java,2,buffering-proxy-auto-detection,1,40,16
java,2,buffering-proxy-auto-detection,1,41,14.599999994039536
java,2,buffering-proxy-auto-detection,1,42,14.400000005960464
java,2,buffering-proxy-auto-detection,1,43,14.599999994039536
java,2,buffering-proxy-auto-detection,1,44,14.400000005960464
java,2,buffering-proxy-auto-detection,1,45,14
java,2,buffering-proxy-auto-detection,1,46,15.599999994039536
java,2,buffering-proxy-auto-detection,1,47,16
java,2,buffering-proxy-auto-detection,1,48,17.69999998807907
java,2,buffering-proxy-auto-detection,1,49,18.5
java,2,buffering-proxy-auto-detection,1,50,14.100000023841858
java,2,buffering-proxy-auto-detection,1,51,14.399999976158142
java,2,buffering-proxy-auto-detection,1,52,16.400000005960464
java,2,buffering-proxy-auto-detection,1,53,14.200000017881393
java,2,buffering-proxy-auto-detection,1,54,15.799999982118607
java,2,buffering-proxy-auto-detection,1,55,14.300000011920929
java,2,buffering-proxy-auto-detection,1,56,15.199999988079071
java,2,buffering-proxy-auto-detection,1,57,13.800000011920929
java,2,buffering-proxy-auto-detection,1,58,16.5
java,2,buffering-proxy-auto-detection,1,59,13.900000005960464
java,2,buffering-proxy-auto-detection,1,60,14.299999982118607
java,2,buffering-proxy-auto-detection,1,61,17.700000017881393
java,2,buffering-proxy-auto-detection,1,62,16
java,2,buffering-proxy-auto-detection,1,63,14.599999994039536
java,2,buffering-proxy-auto-detection,1,64,14.5
java,2,buffering-proxy-auto-detection,1,65,14.299999982118607
java,2,buffering-proxy-auto-detection,1,66,14.700000017881393
java,2,buffering-proxy-auto-detection,1,67,14.699999988079071
java,2,buffering-proxy-auto-detection,1,68,14.700000017881393
java,2,buffering-proxy-auto-detection,1,69,14.899999976158142
java,2,buffering-proxy-auto-detection,1,70,15
java,2,buffering-proxy-auto-detection,1,71,19.099999994039536
java,2,buffering-proxy-auto-detection,1,72,18.099999994039536
java,2,buffering-proxy-auto-detection,1,73,14.5
java,2,buffering-proxy-auto-detection,1,74,12.699999988079071
java,2,buffering-proxy-auto-detection,1,75,15.100000023841858
java,2,buffering-proxy-auto-detection,1,76,12.699999988079071
java,2,buffering-proxy-auto-detection,1,77,14.099999994039536
java,2,buffering-proxy-auto-detection,1,78,14.400000005960464
java,2,buffering-proxy-auto-detection,1,79,14.5
java,2,buffering-proxy-auto-detection,1,80,12.699999988079071
java,2,buffering-proxy-auto-detection,1,81,18.600000023841858
java,2,buffering-proxy-auto-detection,1,82,16.099999994039536
java,2,buffering-proxy-auto-detection,1,83,15.099999994039536
java,2,buffering-proxy-auto-detection,1,84,21.69999998807907
java,2,buffering-proxy-auto-detection,1,85,21.30000001192093
java,2,buffering-proxy-auto-detection,1,86,13.5
java,2,buffering-proxy-auto-detection,1,87,15.199999988079071
java,2,buffering-proxy-auto-detection,1,88,14.200000017881393
java,2,buffering-proxy-auto-detection,1,89,14.699999988079071
java,2,buffering-proxy-auto-detection,1,90,14.599999994039536
java,2,buffering-proxy-auto-detection,1,91,15.600000023841858
java,2,buffering-proxy-auto-detection,1,92,14.799999982118607
java,2,buffering-proxy-auto-detection,1,93,15.200000017881393
java,2,buffering-proxy-auto-detection,1,94,12.599999994039536
java,2,buffering-proxy-auto-detection,1,95,15.799999982118607
java,2,buffering-proxy-auto-detection,1,96,16.200000017881393
java,2,buffering-proxy-auto-detection,1,97,16.299999982118607
java,2,buffering-proxy-auto-detection,1,98,15.100000023841858
java,2,buffering-proxy-auto-detection,1,99,14.699999988079071
java,2,buffering-proxy-auto-detection,1,100,13.5
java,2,long-polling,2,1,28.299999982118607
java,2,long-polling,2,2,17.200000017881393
java,2,long-polling,2,3,15.5
java,2,long-polling,2,4,16.799999982118607
java,2,long-polling,2,5,15.5
java,2,long-polling,2,6,16.099999994039536
java,2,long-polling,2,7,18.400000005960464
java,2,long-polling,2,8,16.200000017881393
java,2,long-polling,2,9,14.299999982118607
java,2,long-polling,2,10,14.200000017881393
java,2,long-polling,2,11,15.399999976158142
java,2,long-polling,2,12,16
java,2,long-polling,2,13,14.600000023841858
java,2,long-polling,2,14,15.399999976158142
java,2,long-polling,2,15,15.300000011920929
java,2,long-polling,2,16,18.69999998807907
java,2,long-polling,2,17,18.100000023841858
java,2,long-polling,2,18,13.899999976158142
java,2,long-polling,2,19,16.80000001192093
java,2,long-polling,2,20,17.599999994039536
java,2,long-polling,2,21,20.30000001192093
java,2,long-polling,2,22,13.699999988079071
java,2,long-polling,2,23,15.300000011920929
java,2,long-polling,2,24,16.099999994039536
java,2,long-polling,2,25,17.69999998807907
java,2,long-polling,2,26,13.700000017881393
java,2,long-polling,2,27,15.400000005960464
java,2,long-polling,2,28,16.399999976158142
java,2,long-polling,2,29,15.100000023841858
java,2,long-polling,2,30,14.599999994039536
java,2,long-polling,2,31,13.5
java,2,long-polling,2,32,13.599999994039536
java,2,long-polling,2,33,13.900000005960464
java,2,long-polling,2,34,14.199999988079071
java,2,long-polling,2,35,15
java,2,long-polling,2,36,16.599999994039536
java,2,long-polling,2,37,14.600000023841858
java,2,long-polling,2,38,15.199999988079071
java,2,long-polling,2,39,16.30000001192093
java,2,long-polling,2,40,22
java,2,long-polling,2,41,18.399999976158142
java,2,long-polling,2,42,17.5
java,2,long-polling,2,43,15.900000005960464
java,2,long-polling,2,44,17.5
java,2,long-polling,2,45,14
java,2,long-polling,2,46,18.30000001192093
java,2,long-polling,2,47,17.400000005960464
java,2,long-polling,2,48,19.69999998807907
java,2,long-polling,2,49,15.099999994039536
java,2,long-polling,2,50,15.900000005960464
java,2,long-polling,2,51,16.80000001192093
java,2,long-polling,2,52,18.19999998807907
java,2,long-polling,2,53,16.099999994039536
java,2,long-polling,2,54,14.200000017881393
java,2,long-polling,2,55,14.5
java,2,long-polling,2,56,19.099999994039536
java,2,long-polling,2,57,13.599999994039536
java,2,long-polling,2,58,15
java,2,long-polling,2,59,15.300000011920929
java,2,long-polling,2,60,16.899999976158142
java,2,long-polling,2,61,15.800000011920929
java,2,long-polling,2,62,16.69999998807907
java,2,long-polling,2,63,17.100000023841858
java,2,long-polling,2,64,15.899999976158142
java,2,long-polling,2,65,18.5
java,2,long-polling,2,66,14.200000017881393
java,2,long-polling,2,67,16.099999994039536
java,2,long-polling,2,68,13.800000011920929
java,2,long-polling,2,69,16.799999982118607
java,2,long-polling,2,70,14.099999994039536
java,2,long-polling,2,71,16
java,2,long-polling,2,72,15.700000017881393
java,2,long-polling,2,73,14.299999982118607
java,2,long-polling,2,74,14.400000005960464
java,2,long-polling,2,75,16.099999994039536
java,2,long-polling,2,76,15.100000023841858
java,2,long-polling,2,77,16.799999982118607
java,2,long-polling,2,78,22.599999994039536
java,2,long-polling,2,79,18
java,2,long-polling,2,80,14
java,2,long-polling,2,81,15.899999976158142
java,2,long-polling,2,82,16.100000023841858
java,2,long-polling,2,83,19.099999994039536
java,2,long-polling,2,84,14.900000005960464
java,2,long-polling,2,85,18.099999994039536
java,2,long-polling,2,86,14.699999988079071
java,2,long-polling,2,87,14.300000011920929
java,2,long-polling,2,88,14.599999994039536
java,2,long-polling,2,89,14.300000011920929
java,2,long-polling,2,90,17.19999998807907
java,2,long-polling,2,91,16.30000001192093
java,2,long-polling,2,92,13.5
java,2,long-polling,2,93,16
java,2,long-polling,2,94,15
java,2,long-polling,2,95,16.299999982118607
java,2,long-polling,2,96,15.800000011920929
java,2,long-polling,2,97,15.099999994039536
java,2,long-polling,2,98,17.599999994039536
java,2,long-polling,2,99,14
java,2,long-polling,2,100,17.80000001192093
java,2,streaming,2,1,13
java,2,streaming,2,2,12
java,2,streaming,2,3,8.5
java,2,streaming,2,4,8.800000011920929
java,2,streaming,2,5,10.199999988079071
java,2,streaming,2,6,10.200000017881393
java,2,streaming,2,7,18.69999998807907
java,2,streaming,2,8,10.5
java,2,streaming,2,9,8.900000005960464
java,2,streaming,2,10,12.299999982118607
java,2,streaming,2,11,13.600000023841858
java,2,streaming,2,12,10.899999976158142
java,2,streaming,2,13,12.400000005960464
java,2,streaming,2,14,12.200000017881393
java,2,streaming,2,15,11.699999988079071
java,2,streaming,2,16,9.900000005960464
java,2,streaming,2,17,11.5
java,2,streaming,2,18,11.299999982118607
java,2,streaming,2,19,12.700000017881393
java,2,streaming,2,20,13.400000005960464
java,2,streaming,2,21,16
java,2,streaming,2,22,15.599999994039536
java,2,streaming,2,23,12.400000005960464
java,2,streaming,2,24,10
java,2,streaming,2,25,9.899999976158142
java,2,streaming,2,26,9.300000011920929
java,2,streaming,2,27,10.199999988079071
java,2,streaming,2,28,9.100000023841858
java,2,streaming,2,29,9
java,2,streaming,2,30,12
java,2,streaming,2,31,10.799999982118607
java,2,streaming,2,32,10.5
java,2,streaming,2,33,12.900000005960464
java,2,streaming,2,34,11
java,2,streaming,2,35,12.400000005960464
java,2,streaming,2,36,10.799999982118607
java,2,streaming,2,37,12.700000017881393
java,2,streaming,2,38,9.299999982118607
java,2,streaming,2,39,9.200000017881393
java,2,streaming,2,40,10.400000005960464
java,2,streaming,2,41,9.799999982118607
java,2,streaming,2,42,10.300000011920929
java,2,streaming,2,43,10.5
java,2,streaming,2,44,11.400000005960464
java,2,streaming,2,45,11.899999976158142
java,2,streaming,2,46,10.600000023841858
java,2,streaming,2,47,10.399999976158142
java,2,streaming,2,48,10.600000023841858
java,2,streaming,2,49,10
java,2,streaming,2,50,15.099999994039536
java,2,streaming,2,51,11.799999982118607
java,2,streaming,2,52,10.900000005960464
java,2,streaming,2,53,9
java,2,streaming,2,54,9
java,2,streaming,2,55,9.400000005960464
java,2,streaming,2,56,8
java,2,streaming,2,57,8.400000005960464
java,2,streaming,2,58,12.799999982118607
java,2,streaming,2,59,8.700000017881393
java,2,streaming,2,60,12.900000005960464
java,2,streaming,2,61,13.5
java,2,streaming,2,62,11.199999988079071
java,2,streaming,2,63,11.199999988079071
java,2,streaming,2,64,10.700000017881393
java,2,streaming,2,65,12.299999982118607
java,2,streaming,2,66,10.900000005960464
java,2,streaming,2,67,8.800000011920929
java,2,streaming,2,68,8.699999988079071
java,2,streaming,2,69,12.700000017881393
java,2,streaming,2,70,10.599999994039536
java,2,streaming,2,71,10.5
java,2,streaming,2,72,9.5
java,2,streaming,2,73,11.599999994039536
java,2,streaming,2,74,11
java,2,streaming,2,75,11
java,2,streaming,2,76,15.400000005960464
java,2,streaming,2,77,11
java,2,streaming,2,78,9.5
java,2,streaming,2,79,9.599999994039536
java,2,streaming,2,80,10.099999994039536
java,2,streaming,2,81,16.30000001192093
java,2,streaming,2,82,14.799999982118607
java,2,streaming,2,83,13.600000023841858
java,2,streaming,2,84,11.399999976158142
java,2,streaming,2,85,11.600000023841858
java,2,streaming,2,86,12.099999994039536
java,2,streaming,2,87,13
java,2,streaming,2,88,15.900000005960464
java,2,streaming,2,89,19
java,2,streaming,2,90,13.400000005960464
java,2,streaming,2,91,9.5
java,2,streaming,2,92,11.099999994039536
java,2,streaming,2,93,12.099999994039536
java,2,streaming,2,94,14.199999988079071
java,2,streaming,2,95,14.5
java,2,streaming,2,96,12.600000023841858
