timestamp,elapsed_seconds,rss_bytes,peak_rss_bytes,process_swap_bytes,system_available_bytes,system_swap_used_bytes,load_1
2026-08-30T16:13:30.117Z,0.014,2375680,2375680,0,13801025536,937984,0.27
2026-08-30T16:13:30.372Z,0.269,68128768,68128768,0,13762818048,937984,0.27
2026-08-30T16:13:30.630Z,0.527,282226688,282226688,0,13556875264,937984,0.27
2026-08-30T16:13:30.885Z,0.782,619126784,619126784,0,13222445056,937984,0.27
2026-08-30T16:13:31.164Z,1.061,959889408,959889408,0,12875259904,937984,0.27
2026-08-30T16:13:31.415Z,1.312,1132822528,1132822528,0,12710862848,937984,0.27
2026-08-30T16:13:31.681Z,1.578,1531744256,1531744256,0,12294041600,937984,0.27
2026-08-30T16:13:31.909Z,1.806,2011308032,2011308032,0,11793145856,937984,0.27
2026-08-30T16:13:32.186Z,2.083,2163265536,2163265536,0,11633721344,937984,0.27
2026-08-30T16:13:32.425Z,2.322,2165092352,2165092352,0,11633643520,937984,0.27
2026-08-30T16:13:32.696Z,2.593,2490990592,2490990592,0,11314753536,937984,0.27
2026-08-30T16:13:32.940Z,2.837,2524864512,2524864512,0,11249852416,937984,0.27
2026-08-30T16:13:33.170Z,3.067,2527223808,2527223808,0,11283329024,937984,0.27
2026-08-30T16:13:33.460Z,3.357,2805919744,2805919744,0,11076468736,937984,0.27
2026-08-30T16:13:33.681Z,3.578,3054342144,3054342144,0,10836152320,937984,0.27
2026-08-30T16:13:33.938Z,3.835,3274936320,3274936320,0,10578706432,937984,0.27
2026-08-30T16:13:34.204Z,4.101,3284234240,3284234240,0,10588082176,937984,0.27
2026-08-30T16:13:34.431Z,4.328,3319160832,3319160832,0,10568892416,937984,0.27
2026-08-30T16:13:34.710Z,4.607,3345784832,3345784832,0,10536308736,937984,0.49
2026-08-30T16:13:34.938Z,4.835,3365257216,3365257216,0,10516836352,937984,0.49
2026-08-30T16:13:35.184Z,5.081,3454091264,3454091264,0,10332659712,937984,0.49
2026-08-30T16:13:35.470Z,5.367,3462979584,3462979584,0,10318725120,937984,0.49
2026-08-30T16:13:35.692Z,5.589,3579260928,3579260928,0,10201071616,937984,0.49
2026-08-30T16:13:35.964Z,5.861,3654193152,3654193152,0,10117799936,937984,0.49
2026-08-30T16:13:36.191Z,6.088,3676954624,3676954624,0,10100252672,937984,0.49
2026-08-30T16:13:36.462Z,6.359,3768254464,3768254464,0,10067619840,937984,0.49
2026-08-30T16:13:36.698Z,6.595,3775574016,3775574016,0,10061463552,937984,0.49
2026-08-30T16:13:36.976Z,6.873,3882475520,3882475520,0,9946583040,937984,0.49
2026-08-30T16:13:37.212Z,7.109,4231434240,4231434240,0,9631584256,937984,0.49
2026-08-30T16:13:37.492Z,7.389,4390629376,4390629376,0,9476014080,937984,0.49
2026-08-30T16:13:37.747Z,7.644,4405690368,4405690368,0,9453326336,937984,0.49
2026-08-30T16:13:38.001Z,7.898,4414038016,4414038016,0,9427628032,937984,0.49
2026-08-30T16:13:38.237Z,8.134,4413288448,4415619072,0,9395163136,937984,0.49
2026-08-30T16:13:38.503Z,8.4,4414529536,4415619072,0,9394921472,937984,0.49
2026-08-30T16:13:38.730Z,8.627,4415279104,4415619072,0,9394663424,937984,0.49
2026-08-30T16:13:38.963Z,8.86,4420284416,4420284416,0,9391550464,937984,0.49
2026-08-30T16:13:39.234Z,9.131,4422451200,4422451200,0,9390018560,937984,0.49
2026-08-30T16:13:39.487Z,9.384,4422815744,4422815744,0,9388728320,937984,0.49
2026-08-30T16:13:39.733Z,9.63,4421971968,4422037504,0,9387438080,937984,1.33
2026-08-30T16:13:40.006Z,9.903,4423573504,4423573504,0,9386921984,937984,1.33
2026-08-30T16:13:40.232Z,10.129,4422598656,4422791168,0,9385410560,937984,1.33
2026-08-30T16:13:40.487Z,10.384,4417568768,4422791168,0,9383862272,937984,1.33
2026-08-30T16:13:40.720Z,10.617,4417609728,4422791168,0,9382572032,937984,1.33
2026-08-30T16:13:41.020Z,10.917,4417884160,4422791168,0,9381797888,937984,1.33
2026-08-30T16:13:41.237Z,11.134,4417843200,4422791168,0,9380765696,937984,1.33
2026-08-30T16:13:41.651Z,11.548,4419346432,4422791168,0,9380507648,937984,1.33
2026-08-30T16:13:41.784Z,11.681,4422639616,4422791168,0,9379975168,937984,1.33
2026-08-30T16:13:41.999Z,11.896,4423016448,4423016448,0,9381150720,937984,1.33
2026-08-30T16:13:42.251Z,12.148,4423368704,4423368704,0,9381150720,937984,1.33
2026-08-30T16:13:42.512Z,12.409,4423725056,4423725056,0,9381150720,937984,1.33
2026-08-30T16:13:42.740Z,12.637,4423868416,4423868416,0,9381150720,937984,1.33
2026-08-30T16:13:43.006Z,12.903,4424048640,4424048640,0,9392181248,937984,1.33
2026-08-30T16:13:43.265Z,13.162,4424159232,4424159232,0,9392185344,937984,1.33
2026-08-30T16:13:43.514Z,13.411,4424200192,4424200192,0,9391919104,937984,1.33
2026-08-30T16:13:43.754Z,13.651,4424261632,4424261632,0,9391669248,937984,1.33
2026-08-30T16:13:43.974Z,13.871,4425609216,4425609216,0,9395929088,937984,1.33
2026-08-30T16:13:44.221Z,14.118,4427268096,4427268096,0,9394126848,937984,1.33
2026-08-30T16:13:44.481Z,14.378,4427505664,4427505664,0,9394176000,937984,1.33
2026-08-30T16:13:44.760Z,14.657,4427907072,4427907072,0,9393917952,937984,1.63
2026-08-30T16:13:44.993Z,14.89,4428058624,4428058624,0,9397833728,937984,1.63
2026-08-30T16:13:45.250Z,15.147,4428193792,4428193792,0,9397833728,937984,1.63
2026-08-30T16:13:45.508Z,15.405,4428414976,4428414976,0,9397833728,937984,1.63
2026-08-30T16:13:45.770Z,15.667,4428537856,4428537856,0,9397833728,937984,1.63
2026-08-30T16:13:46.017Z,15.914,4428599296,4428599296,0,9405886464,937984,1.63
2026-08-30T16:13:46.271Z,16.168,4428726272,4428726272,0,9405886464,937984,1.63
2026-08-30T16:13:46.492Z,16.389,4428779520,4428779520,0,9405886464,937984,1.63
2026-08-30T16:13:46.778Z,16.675,4429701120,4429701120,0,9405886464,937984,1.63
2026-08-30T16:13:47.020Z,16.917,4429725696,4429725696,0,9409204224,937984,1.63
2026-08-30T16:13:47.280Z,17.177,4429946880,4429946880,0,9409204224,937984,1.63
2026-08-30T16:13:47.518Z,17.415,4430036992,4430036992,0,9409208320,937984,1.63
2026-08-30T16:13:47.841Z,17.738,4430069760,4430069760,0,9409208320,937984,1.63
2026-08-30T16:13:48.033Z,17.93,4430213120,4430213120,0,9413632000,937984,1.63
2026-08-30T16:13:48.256Z,18.153,4430213120,4430213120,0,9413632000,937984,1.63
2026-08-30T16:13:48.518Z,18.415,4430213120,4430213120,0,9413632000,937984,1.63
2026-08-30T16:13:48.770Z,18.667,4430249984,4430249984,0,9413632000,937984,1.63
2026-08-30T16:13:49.004Z,18.901,4430274560,4430274560,0,9415409664,937984,1.63
2026-08-30T16:13:49.270Z,19.167,4430282752,4430282752,0,9415503872,937984,1.63
2026-08-30T16:13:49.487Z,19.384,4430487552,4430487552,0,9414823936,937984,1.63
2026-08-30T16:13:49.777Z,19.674,4434194432,4434194432,0,9411096576,937984,1.74
2026-08-30T16:13:50.007Z,19.904,4434382848,4434382848,0,9412489216,937984,1.74
2026-08-30T16:13:50.248Z,20.145,4434452480,4434452480,0,9412489216,937984,1.74
2026-08-30T16:13:50.504Z,20.401,4429594624,4433391616,0,9412489216,937984,1.74
2026-08-30T16:13:50.758Z,20.655,4429611008,4433391616,0,9412489216,937984,1.74
2026-08-30T16:13:51.035Z,20.932,4429615104,4433391616,0,9415028736,937984,1.74
2026-08-30T16:13:51.247Z,21.144,4429615104,4433391616,0,9415028736,937984,1.74
2026-08-30T16:13:51.529Z,21.426,4429615104,4433391616,0,9415028736,937984,1.74
2026-08-30T16:13:51.783Z,21.68,4429824000,4433391616,0,9415028736,937984,1.74
2026-08-30T16:13:52.036Z,21.933,4429836288,4433391616,0,9415995392,937984,1.74
2026-08-30T16:13:52.285Z,22.182,4429836288,4433391616,0,9415737344,937984,1.74
2026-08-30T16:13:52.533Z,22.43,4429856768,4433391616,0,9415741440,937984,1.74
2026-08-30T16:13:52.777Z,22.674,4430049280,4433391616,0,9415831552,937984,1.74
2026-08-30T16:13:53.106Z,23.003,4430258176,4433391616,0,9416544256,937984,1.74
2026-08-30T16:13:53.288Z,23.185,4430307328,4433391616,0,9416544256,937984,1.74
2026-08-30T16:13:53.537Z,23.434,4430352384,4433391616,0,9416544256,937984,1.74
2026-08-30T16:13:53.781Z,23.678,4430409728,4433391616,0,9416544256,937984,1.74
2026-08-30T16:13:54.007Z,23.904,4430417920,4433391616,0,9416925184,937984,1.74
2026-08-30T16:13:54.252Z,24.149,4430430208,4433391616,0,9416921088,937984,1.74
2026-08-30T16:13:54.531Z,24.428,4430434304,4433391616,0,9416921088,937984,1.74
2026-08-30T16:13:54.789Z,24.686,4430553088,4433391616,0,9416921088,937984,1.76
2026-08-30T16:13:55.021Z,24.918,4430688256,4433391616,0,9417838592,937984,1.76
2026-08-30T16:13:55.280Z,25.177,4430692352,4433391616,0,9417838592,937984,1.76
2026-08-30T16:13:55.513Z,25.41,4430733312,4433391616,0,9417838592,937984,1.76
2026-08-30T16:13:55.780Z,25.677,4430733312,4433391616,0,9417838592,937984,1.76
2026-08-30T16:13:56.022Z,25.919,4430749696,4433391616,0,9420922880,937984,1.76
2026-08-30T16:13:56.286Z,26.183,4430925824,4433391616,0,9420922880,937984,1.76
2026-08-30T16:13:56.523Z,26.42,4430925824,4433391616,0,9420922880,937984,1.76
2026-08-30T16:13:56.789Z,26.686,4430966784,4433391616,0,9420922880,937984,1.76
2026-08-30T16:13:57.040Z,26.937,4430983168,4433391616,0,9423060992,937984,1.76
2026-08-30T16:13:57.288Z,27.185,4430995456,4433391616,0,9423060992,937984,1.76
2026-08-30T16:13:57.538Z,27.435,4431032320,4433391616,0,9423060992,937984,1.76
2026-08-30T16:13:57.832Z,27.729,4431036416,4433391616,0,9423060992,937984,1.76
2026-08-30T16:13:58.015Z,27.912,4431036416,4433391616,0,9425534976,937984,1.76
2026-08-30T16:13:58.291Z,28.188,4431036416,4433391616,0,9425534976,937984,1.76
2026-08-30T16:13:58.538Z,28.435,4431044608,4433391616,0,9425534976,937984,1.76
2026-08-30T16:13:58.779Z,28.676,4431044608,4433391616,0,9425534976,937984,1.76
2026-08-30T16:13:59.013Z,28.91,4431069184,4433391616,0,9426505728,937984,1.76
2026-08-30T16:13:59.301Z,29.198,4431081472,4433391616,0,9426505728,937984,1.76
2026-08-30T16:13:59.512Z,29.409,4431151104,4433391616,0,9426505728,937984,1.76
2026-08-30T16:13:59.779Z,29.676,4431228928,4433391616,0,9426505728,937984,1.78
2026-08-30T16:14:00.023Z,29.919,4431249408,4433391616,0,9427107840,937984,1.78
2026-08-30T16:14:00.285Z,30.182,4431249408,4433391616,0,9427107840,937984,1.78
2026-08-30T16:14:00.529Z,30.426,4432068608,4433391616,0,9427107840,937984,1.78
2026-08-30T16:14:00.792Z,30.689,4432277504,4433391616,0,9427107840,937984,1.78
2026-08-30T16:14:01.043Z,30.94,4432527360,4433391616,0,9434570752,937984,1.78
2026-08-30T16:14:01.255Z,31.152,4432613376,4433391616,0,9434570752,937984,1.78
2026-08-30T16:14:01.544Z,31.441,4432666624,4433391616,0,9434570752,937984,1.78
2026-08-30T16:14:01.800Z,31.697,4432732160,4433391616,0,9434570752,937984,1.78
2026-08-30T16:14:02.040Z,31.937,4432736256,4433391616,0,9434574848,937984,1.78
2026-08-30T16:14:02.294Z,32.191,4432756736,4433391616,0,9434574848,937984,1.78
2026-08-30T16:14:02.573Z,32.47,4432773120,4433391616,0,9434574848,937984,1.78
2026-08-30T16:14:02.785Z,32.682,4432773120,4433391616,0,9434574848,937984,1.78
2026-08-30T16:14:03.050Z,32.947,4432785408,4433391616,0,9434353664,937984,1.78
2026-08-30T16:14:03.298Z,33.195,4432785408,4433391616,0,9434357760,937984,1.78
2026-08-30T16:14:03.518Z,33.415,4432814080,4433391616,0,9434357760,937984,1.78
2026-08-30T16:14:03.780Z,33.677,4432814080,4433391616,0,9434619904,937984,1.78
2026-08-30T16:14:04.026Z,33.923,4432883712,4433391616,0,9434390528,937984,1.78
2026-08-30T16:14:04.293Z,34.19,4432883712,4433391616,0,9434390528,937984,1.78
2026-08-30T16:14:04.517Z,34.414,4432945152,4433391616,0,9434390528,937984,1.78
2026-08-30T16:14:04.780Z,34.677,4432949248,4433391616,0,9434390528,937984,2.6
2026-08-30T16:14:05.032Z,34.929,4432953344,4433391616,0,9434386432,937984,2.6
2026-08-30T16:14:05.284Z,35.181,4432953344,4433391616,0,9434386432,937984,2.6
2026-08-30T16:14:05.547Z,35.444,4433166336,4433391616,0,9433853952,937984,2.6
2026-08-30T16:14:05.802Z,35.699,4434317312,4434317312,0,9433624576,937984,2.6
2026-08-30T16:14:06.056Z,35.953,4435095552,4435095552,0,9430454272,937984,2.6
2026-08-30T16:14:06.325Z,36.222,4435697664,4435697664,0,9430196224,937984,2.6
2026-08-30T16:14:06.605Z,36.502,4435746816,4435746816,0,9430196224,937984,2.6
