timestamp,elapsed_seconds,write_count,write_p50_ms,write_p95_ms,write_p99_ms,write_max_ms,listener_count,listener_p50_ms,listener_p95_ms,listener_p99_ms,listener_max_ms
2026-08-28T14:15:17.299Z,10.004,501,1.8733290000000125,5.8285350000005565,7.082562999999936,18.939861000000747,50,4.367985000000772,5.511554000000615,13.657436999999845,13.657436999999845
2026-08-28T14:15:27.299Z,20.005,500,1.7587080000012065,5.331644999998389,6.003204000000551,37.90905300000304,50,4.157635999999911,5.586254000001645,37.69020300000193,37.69020300000193
2026-08-28T14:15:37.300Z,30.005,500,1.7260989999995218,5.192035000000033,6.175104000001738,23.63141700000051,50,4.299906000000192,5.986443999994663,24.087665999999444,24.087665999999444
2026-08-28T14:15:47.301Z,40.006,500,1.7173780000011902,5.164874999994936,5.448144999994838,25.025776000002224,50,4.047556000004988,5.865493999997852,24.936295999999857,24.936295999999857
2026-08-28T14:15:57.302Z,50.006,500,1.7121079999997164,5.140995000001567,5.831254999997327,25.799544999994396,50,4.09618600000249,6.017273999997997,25.62686499999836,25.62686499999836
2026-08-28T14:16:07.300Z,60.005,500,1.6841190000122879,4.993025000003399,6.092003999990993,23.121087999999872,50,3.972695999997086,5.9268840000004275,23.626976999999897,23.626976999999897
2026-08-28T14:16:17.302Z,70.006,500,1.6970879999862518,5.012374999991152,5.560664999997243,25.919974999997066,50,4.073235999996541,5.938163999991957,25.854194999992615,25.854194999992615
2026-08-28T14:16:27.302Z,80.007,500,1.6898090000031516,4.938735999996425,5.535703999994439,30.386501000000862,50,3.996306999993976,5.910734000004595,37.35384399999748,37.35384399999748
2026-08-28T14:16:37.303Z,90.007,500,1.690517999988515,4.937594999995781,5.405494999999064,27.813552999999956,50,3.995126000008895,5.925883999996586,34.73975600000995,34.73975600000995
2026-08-28T14:16:47.303Z,100.007,500,1.6734880000003614,4.937206000002334,5.478864999997313,25.17975499999011,50,4.13298599999689,5.97763500000292,34.52972599999339,34.52972599999339
2026-08-28T14:16:57.302Z,110.008,500,1.7057379999896511,4.955784999998286,6.012184000006528,35.37137499998789,50,4.063446000000113,5.926864000008209,35.752524999988964,35.752524999988964
2026-08-28T14:17:07.303Z,120.008,500,1.6644589999923483,4.8819949999888195,5.488964000003762,32.39336899999762,50,4.012346000003163,5.910864000004949,35.346755999999004,35.346755999999004
2026-08-28T14:17:17.305Z,130.009,500,1.6322979999822564,4.89029500001925,5.557654000003822,34.05520699999761,50,3.9893359999987297,10.866109000024153,31.14049999997951,31.14049999997951
2026-08-28T14:17:27.304Z,140.008,500,1.6328280000016093,4.874844999983907,5.574465000012424,36.204985000018496,50,4.05340599999181,9.232671000005212,36.027825000026496,36.027825000026496
2026-08-28T14:17:37.304Z,150.008,500,1.6620879999827594,4.886164999974426,5.590643999981694,40.34804099999019,50,4.0142869999981485,10.903740000008838,40.16980099998182,40.16980099998182
2026-08-28T14:17:47.304Z,160.009,500,1.649147999996785,4.930525000003399,5.950654999993276,33.03064800001448,50,4.135765999992145,10.860709000000497,33.52000700001372,33.52000700001372
2026-08-28T14:17:57.305Z,170.009,500,1.6865380000090227,4.9428550000011455,5.778893999988213,38.234802999999374,50,4.792236000008415,10.008139999990817,39.07924200000707,39.07924200000707
2026-08-28T14:18:07.304Z,180.009,500,1.6539779999875464,4.89725599999656,5.417805000004591,33.07160799999838,50,4.280976000009105,10.16193000000203,34.98678599999403,34.98678599999403
2026-08-28T14:18:17.305Z,190.009,500,1.6231489999918267,4.866074999998091,5.72318400000222,40.05705100001069,50,4.044796000001952,9.842570000007981,39.907342000020435,39.907342000020435
2026-08-28T14:18:27.305Z,200.009,500,1.6241380000137724,4.827374999993481,5.173304999974789,9.110650999995414,50,4.1418959999864455,9.472389999980805,11.669139000005089,11.669139000005089
2026-08-28T14:18:37.305Z,210.009,500,1.6221780000196304,4.84549499998684,5.092615000001388,12.025029000011273,50,4.334895999985747,9.168731000012485,10.260509999992792,10.260509999992792
