mode,variant,sample_index,delivery_milliseconds
memory,buffering-proxy-auto-detection,81,21.200000
memory,buffering-proxy-auto-detection,82,17.900000
memory,buffering-proxy-auto-detection,83,21.400000
memory,buffering-proxy-auto-detection,84,16.800000
memory,buffering-proxy-auto-detection,85,20.500000
memory,buffering-proxy-auto-detection,86,21.500000
memory,buffering-proxy-auto-detection,87,20.200000
memory,buffering-proxy-auto-detection,88,20.800000
memory,buffering-proxy-auto-detection,89,20.000000
memory,buffering-proxy-auto-detection,90,19.900000
memory,buffering-proxy-auto-detection,91,18.800000
memory,buffering-proxy-auto-detection,92,17.900000
memory,buffering-proxy-auto-detection,93,20.700000
memory,buffering-proxy-auto-detection,94,22.100000
memory,buffering-proxy-auto-detection,95,19.000000
memory,buffering-proxy-auto-detection,96,18.100000
memory,buffering-proxy-auto-detection,97,19.800000
memory,buffering-proxy-auto-detection,98,21.500000
memory,buffering-proxy-auto-detection,99,21.500000
memory,buffering-proxy-auto-detection,100,20.300000
disk-wal,long-polling,1,24.100000
disk-wal,long-polling,2,22.200000
disk-wal,long-polling,3,16.900000
disk-wal,long-polling,4,23.600000
disk-wal,long-polling,5,17.800000
disk-wal,long-polling,6,19.600000
disk-wal,long-polling,7,18.100000
disk-wal,long-polling,8,12.400000
disk-wal,long-polling,9,18.600000
disk-wal,long-polling,10,15.000000
disk-wal,long-polling,11,14.900000
disk-wal,long-polling,12,20.000000
disk-wal,long-polling,13,15.300000
disk-wal,long-polling,14,16.200000
disk-wal,long-polling,15,18.900000
disk-wal,long-polling,16,23.400000
disk-wal,long-polling,17,16.000000
disk-wal,long-polling,18,21.400000
disk-wal,long-polling,19,20.300000
disk-wal,long-polling,20,21.200000
disk-wal,long-polling,21,18.200000
disk-wal,long-polling,22,18.900000
disk-wal,long-polling,23,15.000000
disk-wal,long-polling,24,20.900000
disk-wal,long-polling,25,21.600000
disk-wal,long-polling,26,18.200000
disk-wal,long-polling,27,17.400000
disk-wal,long-polling,28,19.100000
disk-wal,long-polling,29,21.100000
disk-wal,long-polling,30,18.700000
disk-wal,long-polling,31,19.800000
disk-wal,long-polling,32,20.000000
disk-wal,long-polling,33,23.500000
disk-wal,long-polling,34,20.800000
disk-wal,long-polling,35,14.800000
disk-wal,long-polling,36,20.100000
disk-wal,long-polling,37,20.300000
disk-wal,long-polling,38,19.300000
disk-wal,long-polling,39,16.200000
disk-wal,long-polling,40,18.600000
disk-wal,long-polling,41,22.900000
disk-wal,long-polling,42,22.900000
disk-wal,long-polling,43,19.800000
disk-wal,long-polling,44,19.600000
disk-wal,long-polling,45,23.500000
disk-wal,long-polling,46,19.500000
disk-wal,long-polling,47,31.100000
disk-wal,long-polling,48,25.000000
disk-wal,long-polling,49,21.600000
disk-wal,long-polling,50,19.800000
disk-wal,long-polling,51,19.600000
disk-wal,long-polling,52,21.700000
disk-wal,long-polling,53,18.200000
disk-wal,long-polling,54,14.100000
disk-wal,long-polling,55,18.900000
disk-wal,long-polling,56,18.600000
disk-wal,long-polling,57,19.600000
disk-wal,long-polling,58,17.900000
disk-wal,long-polling,59,12.200000
disk-wal,long-polling,60,19.000000
disk-wal,long-polling,61,22.300000
disk-wal,long-polling,62,20.100000
disk-wal,long-polling,63,19.100000
disk-wal,long-polling,64,22.100000
disk-wal,long-polling,65,18.900000
disk-wal,long-polling,66,18.900000
disk-wal,long-polling,67,21.600000
disk-wal,long-polling,68,18.400000
disk-wal,long-polling,69,17.400000
disk-wal,long-polling,70,14.800000
disk-wal,long-polling,71,17.600000
disk-wal,long-polling,72,19.800000
disk-wal,long-polling,73,19.600000
disk-wal,long-polling,74,23.700000
disk-wal,long-polling,75,15.600000
disk-wal,long-polling,76,22.300000
disk-wal,long-polling,77,18.300000
disk-wal,long-polling,78,21.700000
disk-wal,long-polling,79,21.400000
disk-wal,long-polling,80,18.900000
disk-wal,long-polling,81,19.600000
disk-wal,long-polling,82,19.700000
disk-wal,long-polling,83,21.700000
disk-wal,long-polling,84,18.800000
disk-wal,long-polling,85,19.900000
disk-wal,long-polling,86,19.300000
disk-wal,long-polling,87,19.400000
disk-wal,long-polling,88,20.600000
disk-wal,long-polling,89,19.400000
disk-wal,long-polling,90,19.700000
disk-wal,long-polling,91,20.400000
disk-wal,long-polling,92,19.200000
disk-wal,long-polling,93,20.400000
disk-wal,long-polling,94,20.000000
disk-wal,long-polling,95,20.600000
disk-wal,long-polling,96,20.300000
disk-wal,long-polling,97,19.200000
disk-wal,long-polling,98,22.500000
disk-wal,long-polling,99,17.600000
disk-wal,long-polling,100,19.900000
disk-wal,streaming,1,12.800000
disk-wal,streaming,2,18.300000
disk-wal,streaming,3,20.100000
disk-wal,streaming,4,19.800000
disk-wal,streaming,5,14.700000
disk-wal,streaming,6,13.900000
disk-wal,streaming,7,11.300000
disk-wal,streaming,8,11.600000
disk-wal,streaming,9,18.900000
disk-wal,streaming,10,10.600000
disk-wal,streaming,11,11.100000
disk-wal,streaming,12,16.500000
disk-wal,streaming,13,11.100000
disk-wal,streaming,14,12.100000
disk-wal,streaming,15,17.700000
disk-wal,streaming,16,10.900000
disk-wal,streaming,17,11.200000
disk-wal,streaming,18,17.900000
disk-wal,streaming,19,12.400000
disk-wal,streaming,20,17.700000
disk-wal,streaming,21,13.300000
disk-wal,streaming,22,16.400000
disk-wal,streaming,23,12.700000
disk-wal,streaming,24,17.600000
disk-wal,streaming,25,13.000000
disk-wal,streaming,26,17.100000
disk-wal,streaming,27,12.800000
disk-wal,streaming,28,17.000000
disk-wal,streaming,29,13.200000
disk-wal,streaming,30,17.100000
disk-wal,streaming,31,13.700000
disk-wal,streaming,32,15.600000
disk-wal,streaming,33,12.100000
disk-wal,streaming,34,18.500000
disk-wal,streaming,35,12.400000
disk-wal,streaming,36,17.600000
disk-wal,streaming,37,12.700000
disk-wal,streaming,38,16.600000
disk-wal,streaming,39,12.800000
disk-wal,streaming,40,17.500000
disk-wal,streaming,41,13.300000
disk-wal,streaming,42,16.800000
disk-wal,streaming,43,13.300000
disk-wal,streaming,44,16.900000
disk-wal,streaming,45,12.100000
disk-wal,streaming,46,18.100000
disk-wal,streaming,47,13.700000
disk-wal,streaming,48,15.400000
disk-wal,streaming,49,13.200000
disk-wal,streaming,50,17.900000
disk-wal,streaming,51,13.600000
disk-wal,streaming,52,16.800000
disk-wal,streaming,53,12.300000
disk-wal,streaming,54,16.500000
disk-wal,streaming,55,12.200000
disk-wal,streaming,56,18.000000
disk-wal,streaming,57,13.200000
disk-wal,streaming,58,17.600000
disk-wal,streaming,59,13.400000
disk-wal,streaming,60,15.600000
disk-wal,streaming,61,13.800000
disk-wal,streaming,62,16.400000
disk-wal,streaming,63,14.200000
disk-wal,streaming,64,15.300000
disk-wal,streaming,65,12.600000
disk-wal,streaming,66,18.000000
