mode,variant,sample_index,delivery_milliseconds
disk-wal,buffering-proxy-auto-detection,9,20.800000
disk-wal,buffering-proxy-auto-detection,10,21.500000
disk-wal,buffering-proxy-auto-detection,11,19.900000
disk-wal,buffering-proxy-auto-detection,12,18.900000
disk-wal,buffering-proxy-auto-detection,13,20.200000
disk-wal,buffering-proxy-auto-detection,14,21.300000
disk-wal,buffering-proxy-auto-detection,15,19.600000
disk-wal,buffering-proxy-auto-detection,16,19.300000
disk-wal,buffering-proxy-auto-detection,17,19.800000
disk-wal,buffering-proxy-auto-detection,18,20.600000
disk-wal,buffering-proxy-auto-detection,19,19.900000
disk-wal,buffering-proxy-auto-detection,20,20.000000
disk-wal,buffering-proxy-auto-detection,21,20.200000
disk-wal,buffering-proxy-auto-detection,22,20.300000
disk-wal,buffering-proxy-auto-detection,23,20.300000
disk-wal,buffering-proxy-auto-detection,24,19.100000
disk-wal,buffering-proxy-auto-detection,25,18.400000
disk-wal,buffering-proxy-auto-detection,26,18.300000
disk-wal,buffering-proxy-auto-detection,27,20.200000
disk-wal,buffering-proxy-auto-detection,28,22.100000
disk-wal,buffering-proxy-auto-detection,29,21.000000
disk-wal,buffering-proxy-auto-detection,30,20.300000
disk-wal,buffering-proxy-auto-detection,31,20.000000
disk-wal,buffering-proxy-auto-detection,32,19.900000
disk-wal,buffering-proxy-auto-detection,33,19.000000
disk-wal,buffering-proxy-auto-detection,34,21.600000
disk-wal,buffering-proxy-auto-detection,35,19.100000
disk-wal,buffering-proxy-auto-detection,36,20.200000
disk-wal,buffering-proxy-auto-detection,37,20.500000
disk-wal,buffering-proxy-auto-detection,38,19.000000
disk-wal,buffering-proxy-auto-detection,39,19.700000
disk-wal,buffering-proxy-auto-detection,40,20.100000
disk-wal,buffering-proxy-auto-detection,41,21.000000
disk-wal,buffering-proxy-auto-detection,42,19.700000
disk-wal,buffering-proxy-auto-detection,43,18.600000
disk-wal,buffering-proxy-auto-detection,44,20.900000
disk-wal,buffering-proxy-auto-detection,45,20.700000
disk-wal,buffering-proxy-auto-detection,46,19.100000
disk-wal,buffering-proxy-auto-detection,47,20.100000
disk-wal,buffering-proxy-auto-detection,48,20.800000
disk-wal,buffering-proxy-auto-detection,49,19.600000
disk-wal,buffering-proxy-auto-detection,50,20.900000
disk-wal,buffering-proxy-auto-detection,51,19.500000
disk-wal,buffering-proxy-auto-detection,52,20.700000
disk-wal,buffering-proxy-auto-detection,53,18.600000
disk-wal,buffering-proxy-auto-detection,54,20.700000
disk-wal,buffering-proxy-auto-detection,55,20.400000
disk-wal,buffering-proxy-auto-detection,56,18.700000
disk-wal,buffering-proxy-auto-detection,57,18.700000
disk-wal,buffering-proxy-auto-detection,58,19.500000
disk-wal,buffering-proxy-auto-detection,59,20.100000
disk-wal,buffering-proxy-auto-detection,60,20.900000
disk-wal,buffering-proxy-auto-detection,61,19.900000
disk-wal,buffering-proxy-auto-detection,62,21.200000
disk-wal,buffering-proxy-auto-detection,63,19.900000
disk-wal,buffering-proxy-auto-detection,64,20.600000
disk-wal,buffering-proxy-auto-detection,65,20.100000
disk-wal,buffering-proxy-auto-detection,66,20.000000
disk-wal,buffering-proxy-auto-detection,67,20.900000
disk-wal,buffering-proxy-auto-detection,68,20.300000
disk-wal,buffering-proxy-auto-detection,69,16.800000
disk-wal,buffering-proxy-auto-detection,70,18.600000
disk-wal,buffering-proxy-auto-detection,71,20.100000
disk-wal,buffering-proxy-auto-detection,72,19.400000
disk-wal,buffering-proxy-auto-detection,73,20.600000
disk-wal,buffering-proxy-auto-detection,74,20.100000
disk-wal,buffering-proxy-auto-detection,75,22.500000
disk-wal,buffering-proxy-auto-detection,76,20.200000
disk-wal,buffering-proxy-auto-detection,77,19.600000
disk-wal,buffering-proxy-auto-detection,78,20.300000
disk-wal,buffering-proxy-auto-detection,79,21.000000
disk-wal,buffering-proxy-auto-detection,80,21.400000
disk-wal,buffering-proxy-auto-detection,81,17.500000
disk-wal,buffering-proxy-auto-detection,82,20.200000
disk-wal,buffering-proxy-auto-detection,83,20.300000
disk-wal,buffering-proxy-auto-detection,84,19.600000
disk-wal,buffering-proxy-auto-detection,85,19.800000
disk-wal,buffering-proxy-auto-detection,86,20.500000
disk-wal,buffering-proxy-auto-detection,87,19.300000
disk-wal,buffering-proxy-auto-detection,88,20.500000
disk-wal,buffering-proxy-auto-detection,89,20.300000
disk-wal,buffering-proxy-auto-detection,90,19.800000
disk-wal,buffering-proxy-auto-detection,91,20.900000
disk-wal,buffering-proxy-auto-detection,92,18.900000
disk-wal,buffering-proxy-auto-detection,93,19.700000
disk-wal,buffering-proxy-auto-detection,94,19.700000
disk-wal,buffering-proxy-auto-detection,95,20.600000
disk-wal,buffering-proxy-auto-detection,96,19.300000
disk-wal,buffering-proxy-auto-detection,97,20.600000
disk-wal,buffering-proxy-auto-detection,98,19.700000
disk-wal,buffering-proxy-auto-detection,99,21.800000
disk-wal,buffering-proxy-auto-detection,100,18.800000
